,id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,base_name_en,skill1_name,skill1_level,skill2_name,skill2_level
781,692,Wiggler Head α,5,head,both,1,1,0,46,68,84,0,4,0,0,4,Wiggler Head α,Wiggler Ticket,3,Shamos Hide+,4.0,Gajau Scale,4.0,Coral Bone,3.0,Wiggler Head α,Wide-Range,2.0,None,None
782,783,Bone Helm α+,9,head,both,3,0,0,114,152,172,2,0,2,0,2,Bone Helm α+,Thick Bone,2,Monster Toughbone,1.0,Warped Bone,1.0,None,None,Bone Helm α+,Health Boost,2.0,Partbreaker,1.0
783,784,Bone Mail α+,9,chest,both,2,0,0,114,152,172,2,0,2,0,2,Bone Mail α+,Thick Bone,2,Monster Toughbone,2.0,Brutal Bone,1.0,None,None,Bone Mail α+,Attack Boost,2.0,Health Boost,1.0
784,785,Bone Vambraces α+,9,arms,both,2,0,0,114,152,172,2,0,2,0,2,Bone Vambraces α+,Thick Bone,2,Monster Toughbone,1.0,Coral Bone,1.0,None,None,Bone Vambraces α+,Slugger,2.0,Attack Boost,1.0
785,786,Bone Coil α+,9,waist,both,3,0,0,114,152,172,2,0,2,0,2,Bone Coil α+,Thick Bone,1,Monster Toughbone,1.0,Ancient Bone,1.0,None,None,Bone Coil α+,Horn Maestro,1.0,Partbreaker,1.0
786,787,Bone Greaves α+,9,legs,both,3,0,0,114,152,172,2,0,2,0,2,Bone Greaves α+,Thick Bone,1,Monster Toughbone,1.0,Boulder Bone,1.0,None,None,Bone Greaves α+,Slugger,1.0,Horn Maestro,1.0
787,788,Bone Helm β+,9,head,both,4,0,0,114,152,172,2,0,2,0,2,Bone Helm β+,Thick Bone,2,Monster Toughbone,1.0,Warped Bone,1.0,None,None,Bone Helm β+,Health Boost,1.0,Partbreaker,1.0
788,789,Bone Mail β+,9,chest,both,4,1,0,114,152,172,2,0,2,0,2,Bone Mail β+,Thick Bone,2,Monster Toughbone,2.0,Brutal Bone,1.0,None,None,Bone Mail β+,Attack Boost,1.0,None,None
789,790,Bone Vambraces β+,9,arms,both,4,1,0,114,152,172,2,0,2,0,2,Bone Vambraces β+,Thick Bone,2,Monster Toughbone,1.0,Coral Bone,1.0,None,None,Bone Vambraces β+,Slugger,1.0,None,None
790,791,Bone Coil β+,9,waist,both,4,1,0,114,152,172,2,0,2,0,2,Bone Coil β+,Thick Bone,1,Monster Toughbone,1.0,Ancient Bone,1.0,None,None,Bone Coil β+,Horn Maestro,1.0,None,None
791,792,Bone Greaves β+,9,legs,both,4,0,0,114,152,172,2,0,2,0,2,Bone Greaves β+,Thick Bone,1,Monster Toughbone,1.0,Boulder Bone,1.0,None,None,Bone Greaves β+,Slugger,1.0,None,None
792,793,Alloy Helm α+,9,head,both,2,0,0,114,152,172,-2,0,-2,-2,0,Alloy Helm α+,Eltalite Ore,1,Carbalite Ore,2.0,Spiritvein Crystal,1.0,Meldspar Ore,1.0,Alloy Helm α+,Windproof,2.0,Defense Boost,1.0
793,794,Alloy Mail α+,9,chest,both,3,0,0,114,152,172,-2,0,-2,-2,0,Alloy Mail α+,Eltalite Ore,1,Carbalite Ore,2.0,Dragonvein Crystal,2.0,None,None,Alloy Mail α+,Water Resistance,2.0,Defense Boost,1.0
794,795,Alloy Vambraces α+,9,arms,both,3,0,0,114,152,172,-2,0,-2,-2,0,Alloy Vambraces α+,Eltalite Ore,1,Carbalite Ore,2.0,Dragonvein Crystal,2.0,None,None,Alloy Vambraces α+,Defense Boost,2.0,Speed Sharpening,1.0
795,796,Alloy Coil α+,9,waist,both,3,0,0,114,152,172,-2,0,-2,-2,0,Alloy Coil α+,Eltalite Ore,1,Carbalite Ore,2.0,Spiritvein Crystal,1.0,None,None,Alloy Coil α+,Poison Resistance,2.0,Windproof,1.0
796,797,Alloy Greaves α+,9,legs,both,3,0,0,114,152,172,-2,0,-2,-2,0,Alloy Greaves α+,Eltalite Ore,1,Carbalite Ore,2.0,Spiritvein Crystal,1.0,None,None,Alloy Greaves α+,Speed Sharpening,2.0,Windproof,1.0
797,798,Alloy Helm β+,9,head,both,4,1,0,114,152,172,-2,0,-2,-2,0,Alloy Helm β+,Eltalite Ore,1,Carbalite Ore,2.0,Spiritvein Crystal,1.0,Meldspar Ore,1.0,Alloy Helm β+,Windproof,1.0,None,None
798,799,Alloy Mail β+,9,chest,both,4,1,0,114,152,172,-2,0,-2,-2,0,Alloy Mail β+,Eltalite Ore,1,Carbalite Ore,2.0,Dragonvein Crystal,2.0,None,None,Alloy Mail β+,Water Resistance,1.0,None,None
799,800,Alloy Vambraces β+,9,arms,both,4,1,0,114,152,172,-2,0,-2,-2,0,Alloy Vambraces β+,Eltalite Ore,1,Carbalite Ore,2.0,Dragonvein Crystal,2.0,None,None,Alloy Vambraces β+,Defense Boost,1.0,None,None
800,801,Alloy Coil β+,9,waist,both,4,0,0,114,152,172,-2,0,-2,-2,0,Alloy Coil β+,Eltalite Ore,1,Carbalite Ore,2.0,Spiritvein Crystal,1.0,None,None,Alloy Coil β+,Poison Resistance,1.0,Windproof,1.0
801,802,Alloy Greaves β+,9,legs,both,4,0,0,114,152,172,-2,0,-2,-2,0,Alloy Greaves β+,Eltalite Ore,1,Carbalite Ore,2.0,Spiritvein Crystal,1.0,None,None,Alloy Greaves β+,Speed Sharpening,1.0,Windproof,1.0
802,803,Vespoid Helm α+,9,head,both,3,0,0,116,154,174,-2,1,1,1,2,Vespoid Helm α+,Vespoid Razorwing,1,Monster Essence,1.0,Thick Bone,1.0,None,None,Vespoid Helm α+,Quick Sheath,1.0,Paralysis Attack,1.0
803,804,Vespoid Mail α+,9,chest,both,2,1,0,116,154,174,-2,1,1,1,2,Vespoid Mail α+,Vespoid Razorwing,1,Monster Essence,1.0,Thick Bone,1.0,None,None,Vespoid Mail α+,Windproof,2.0,None,None
804,805,Vespoid Vambraces α+,9,arms,both,3,0,0,116,154,174,-2,1,1,1,2,Vespoid Vambraces α+,Vespoid Razorwing,1,Monster Essence,2.0,Thick Bone,2.0,None,None,Vespoid Vambraces α+,Paralysis Attack,2.0,Quick Sheath,1.0
805,806,Vespoid Coil α+,9,waist,both,3,0,0,116,154,174,-2,1,1,1,2,Vespoid Coil α+,Vespoid Razorwing,1,Monster Essence,2.0,Thick Bone,2.0,None,None,Vespoid Coil α+,Paralysis Resistance,2.0,Quick Sheath,1.0
806,807,Vespoid Greaves α+,9,legs,both,3,0,0,116,154,174,-2,1,1,1,2,Vespoid Greaves α+,Vespoid Razorwing,1,Monster Essence,1.0,Thick Bone,1.0,None,None,Vespoid Greaves α+,Critical Draw,1.0,Paralysis Resistance,1.0
807,808,Vespoid Helm β+,9,head,both,4,1,0,116,154,174,-2,1,1,1,2,Vespoid Helm β+,Vespoid Razorwing,1,Monster Essence,1.0,Thick Bone,1.0,None,None,Vespoid Helm β+,Quick Sheath,1.0,None,None
808,809,Vespoid Mail β+,9,chest,both,4,1,0,116,154,174,-2,1,1,1,2,Vespoid Mail β+,Vespoid Razorwing,1,Monster Essence,1.0,Thick Bone,1.0,None,None,Vespoid Mail β+,Windproof,1.0,None,None
809,810,Vespoid Vambraces β+,9,arms,both,4,1,0,116,154,174,-2,1,1,1,2,Vespoid Vambraces β+,Vespoid Razorwing,1,Monster Essence,2.0,Thick Bone,2.0,None,None,Vespoid Vambraces β+,Paralysis Attack,1.0,None,None
810,811,Vespoid Coil β+,9,waist,both,4,1,0,116,154,174,-2,1,1,1,2,Vespoid Coil β+,Vespoid Razorwing,1,Monster Essence,2.0,Thick Bone,2.0,None,None,Vespoid Coil β+,Paralysis Resistance,1.0,None,None
811,812,Vespoid Greaves β+,9,legs,both,4,1,0,116,154,174,-2,1,1,1,2,Vespoid Greaves β+,Vespoid Razorwing,1,Monster Essence,1.0,Thick Bone,1.0,None,None,Vespoid Greaves β+,Critical Draw,1.0,None,None
812,813,Hornetaur Helm α+,9,head,both,2,0,0,116,154,174,-1,-1,0,0,2,Hornetaur Helm α+,Hornetaur Razorwing,2,Monster Essence,1.0,Meldspar Ore,1.0,None,None,Hornetaur Helm α+,Weakness Exploit,1.0,Dragon Attack,2.0
813,814,Hornetaur Mail α+,9,chest,both,2,1,0,116,154,174,-1,-1,0,0,2,Hornetaur Mail α+,Hornetaur Razorwing,1,Monster Essence,1.0,Eltalite Ore,1.0,None,None,Hornetaur Mail α+,Effluvial Expert,1.0,Hunger Resistance,2.0
814,815,Hornetaur Vambraces α+,9,arms,both,3,0,0,116,154,174,-1,-1,0,0,2,Hornetaur Vambraces α+,Hornetaur Razorwing,1,Monster Essence,1.0,Eltalite Ore,1.0,None,None,Hornetaur Vambraces α+,Free Meal,1.0,Handicraft,1.0
815,816,Hornetaur Coil α+,9,waist,both,2,0,0,116,154,174,-1,-1,0,0,2,Hornetaur Coil α+,Hornetaur Razorwing,1,Monster Essence,2.0,Eltalite Ore,2.0,None,None,Hornetaur Coil α+,Weakness Exploit,1.0,Hunger Resistance,1.0
816,817,Hornetaur Greaves α+,9,legs,both,2,1,0,116,154,174,-1,-1,0,0,2,Hornetaur Greaves α+,Hornetaur Razorwing,1,Monster Essence,2.0,Eltalite Ore,2.0,None,None,Hornetaur Greaves α+,Handicraft,1.0,Dragon Attack,1.0
817,818,Hornetaur Helm β+,9,head,both,4,0,0,116,154,174,-1,-1,0,0,2,Hornetaur Helm β+,Hornetaur Razorwing,2,Monster Essence,1.0,Meldspar Ore,1.0,None,None,Hornetaur Helm β+,Weakness Exploit,1.0,Dragon Attack,1.0
818,819,Hornetaur Mail β+,9,chest,both,4,2,1,116,154,174,-1,-1,0,0,2,Hornetaur Mail β+,Hornetaur Razorwing,1,Monster Essence,1.0,Eltalite Ore,1.0,None,None,Hornetaur Mail β+,Effluvial Expert,1.0,None,None
819,820,Hornetaur Vambraces β+,9,arms,both,4,2,0,116,154,174,-1,-1,0,0,2,Hornetaur Vambraces β+,Hornetaur Razorwing,1,Monster Essence,1.0,Eltalite Ore,1.0,None,None,Hornetaur Vambraces β+,Free Meal,1.0,None,None
820,821,Hornetaur Coil β+,9,waist,both,4,1,0,116,154,174,-1,-1,0,0,2,Hornetaur Coil β+,Hornetaur Razorwing,1,Monster Essence,2.0,Eltalite Ore,2.0,None,None,Hornetaur Coil β+,Weakness Exploit,1.0,None,None
821,822,Hornetaur Greaves β+,9,legs,both,4,1,0,116,154,174,-1,-1,0,0,2,Hornetaur Greaves β+,Hornetaur Razorwing,1,Monster Essence,2.0,Eltalite Ore,2.0,None,None,Hornetaur Greaves β+,Handicraft,1.0,None,None
822,823,Kestodon Guards α+,9,arms,both,1,1,0,116,154,174,4,0,0,0,0,Kestodon Guards α+,Kestodon Husk,3,Thick Bone,2.0,None,None,None,None,Kestodon Guards α+,Affinity Sliding,1.0,Focus,2.0
823,824,Kestodon Guards β+,9,arms,both,4,1,0,116,154,174,4,0,0,0,0,Kestodon Guards β+,Kestodon Husk,3,Thick Bone,2.0,None,None,None,None,Kestodon Guards β+,Affinity Sliding,1.0,Focus,1.0
824,825,Gajau Boots α+,9,legs,both,2,1,0,116,154,174,0,5,0,0,0,Gajau Boots α+,Gajau Thickhide,2,Steel Gajau Whisker,1.0,Eltalite Ore,2.0,None,None,Gajau Boots α+,Aquatic/Polar Mobility,2.0,Water Attack,2.0
825,826,Gajau Boots β+,9,legs,both,4,1,0,116,154,174,0,5,0,0,0,Gajau Boots β+,Gajau Thickhide,2,Steel Gajau Whisker,1.0,Eltalite Ore,2.0,None,None,Gajau Boots β+,Aquatic/Polar Mobility,1.0,Water Attack,1.0
826,827,Shamos Goggles α+,9,head,both,2,1,0,116,154,174,2,2,0,-3,0,Shamos Goggles α+,Shamos Shard,2,Tough Claw,1.0,Spiritvein Crystal,2.0,None,None,Shamos Goggles α+,Detector,1.0,Geologist,2.0
827,828,Shamos Goggles β+,9,head,both,4,2,0,116,154,174,2,2,0,-3,0,Shamos Goggles β+,Shamos Shard,2,Tough Claw,1.0,Spiritvein Crystal,2.0,None,None,Shamos Goggles β+,Detector,1.0,Geologist,1.0
828,829,Gastodon Horn α+,9,head,both,1,0,0,116,154,174,3,0,0,0,0,Gastodon Horn α+,Gastodon Husk,3,Prized Pelt,1.0,Thick Bone,3.0,None,None,Gastodon Horn α+,Flinch Free,2.0,Blast Resistance,1.0
829,830,Gastodon Horn β+,9,head,both,4,1,0,116,154,174,3,0,0,0,0,Gastodon Horn β+,Gastodon Husk,3,Prized Pelt,1.0,Thick Bone,3.0,None,None,Gastodon Horn β+,Flinch Free,1.0,Blast Resistance,1.0
830,831,Barnos Jacket α+,9,chest,both,2,2,0,116,154,174,1,1,0,1,-2,Barnos Jacket α+,Barnos Hardclaw,2,Wingdrake Finehide,2.0,Meldspar Ore,1.0,None,None,Barnos Jacket α+,Heat Guard,1.0,Iron Skin,2.0
831,832,Barnos Jacket β+,9,chest,both,4,2,0,116,154,174,1,1,0,1,-2,Barnos Jacket β+,Barnos Hardclaw,2,Wingdrake Finehide,2.0,Meldspar Ore,1.0,None,None,Barnos Jacket β+,Heat Guard,1.0,Iron Skin,1.0
832,833,Wulg Scarf α+,9,head,both,2,1,0,116,154,174,-3,2,-2,3,2,Wulg Scarf α+,Wulg Thickfur,3,Wingdrake Finehide,1.0,Eltalite Ore,2.0,None,None,Wulg Scarf α+,Ice Resistance,2.0,Master Mounter,1.0
833,834,Wulg Scarf β+,9,head,both,4,1,0,116,154,174,-3,2,-2,3,2,Wulg Scarf β+,Wulg Thickfur,3,Wingdrake Finehide,1.0,Eltalite Ore,2.0,None,None,Wulg Scarf β+,Ice Resistance,1.0,Master Mounter,1.0
834,835,Cortos Cape α+,9,chest,both,1,1,0,116,154,174,-3,2,0,2,0,Cortos Cape α+,Cortos Hardclaw,2,Wingdrake Finehide,2.0,Frozen Bone,1.0,None,None,Cortos Cape α+,Hunger Resistance,2.0,Jump Master,1.0
835,836,Cortos Cape β+,9,chest,both,4,0,0,116,154,174,-3,2,0,2,0,Cortos Cape β+,Cortos Hardclaw,2,Wingdrake Finehide,2.0,Frozen Bone,1.0,None,None,Cortos Cape β+,Hunger Resistance,1.0,Jump Master,1.0
836,837,Jagras Helm α+,9,head,both,2,0,0,116,154,174,-2,2,-1,-1,1,Jagras Helm α+,Great Jagras Thickhide,1,Great Jagras Shard,3.0,Monster Toughbone,2.0,Jagras Shard,1.0,Jagras Helm α+,Speed Eating,2.0,Attack Boost,2.0
837,838,Jagras Mail α+,9,chest,both,3,0,0,116,154,174,-2,2,-1,-1,1,Jagras Mail α+,Great Jagras Thickhide,1,Great Jagras Shard,1.0,Great Jagras Hardclaw,1.0,Jagras Shard,1.0,Jagras Mail α+,Evade Extender,1.0,Attack Boost,2.0
838,839,Jagras Vambraces α+,9,arms,both,2,0,0,116,154,174,-2,2,-1,-1,1,Jagras Vambraces α+,Great Jagras Thickhide,1,Great Jagras Mane+,2.0,Great Jagras Hardclaw,1.0,Tough Claw,2.0,Jagras Vambraces α+,Evade Extender,2.0,Recovery Up,1.0
839,840,Jagras Coil α+,9,waist,both,2,1,0,116,154,174,-2,2,-1,-1,1,Jagras Coil α+,Great Jagras Thickhide,1,Great Jagras Shard,1.0,Great Jagras Mane+,1.0,Jagras Shard,1.0,Jagras Coil α+,Recovery Up,1.0,Speed Eating,1.0
840,841,Jagras Greaves α+,9,legs,both,2,1,0,116,154,174,-2,2,-1,-1,1,Jagras Greaves α+,Great Jagras Thickhide,1,Great Jagras Shard,1.0,Great Jagras Mane+,1.0,Jagras Shard,1.0,Jagras Greaves α+,Free Meal,1.0,Recovery Up,1.0
841,842,Jagras Helm β+,9,head,both,4,1,0,116,154,174,-2,2,-1,-1,1,Jagras Helm β+,Great Jagras Thickhide,1,Great Jagras Shard,3.0,Monster Toughbone,2.0,Jagras Shard,1.0,Jagras Helm β+,Speed Eating,1.0,Attack Boost,1.0
842,843,Jagras Mail β+,9,chest,both,4,0,0,116,154,174,-2,2,-1,-1,1,Jagras Mail β+,Great Jagras Thickhide,1,Great Jagras Shard,1.0,Great Jagras Hardclaw,1.0,Jagras Shard,1.0,Jagras Mail β+,Evade Extender,1.0,Attack Boost,1.0
843,844,Jagras Vambraces β+,9,arms,both,4,0,0,116,154,174,-2,2,-1,-1,1,Jagras Vambraces β+,Great Jagras Thickhide,1,Great Jagras Mane+,2.0,Great Jagras Hardclaw,1.0,Tough Claw,2.0,Jagras Vambraces β+,Evade Extender,1.0,Recovery Up,1.0
844,845,Jagras Coil β+,9,waist,both,4,1,0,116,154,174,-2,2,-1,-1,1,Jagras Coil β+,Great Jagras Thickhide,1,Great Jagras Shard,1.0,Great Jagras Mane+,1.0,Jagras Shard,1.0,Jagras Coil β+,Recovery Up,1.0,None,None
845,846,Jagras Greaves β+,9,legs,both,4,1,0,116,154,174,-2,2,-1,-1,1,Jagras Greaves β+,Great Jagras Thickhide,1,Great Jagras Shard,1.0,Great Jagras Mane+,1.0,Jagras Shard,1.0,Jagras Greaves β+,Free Meal,1.0,None,None
846,847,Tzitzi Headgear α+,9,head,both,2,1,0,116,154,174,0,0,-3,-2,0,Tzitzi Headgear α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Hardclaw,1.0,Tzitzi-Ya-Ku Photomembrane,1.0,Shamos Shard,2.0,Tzitzi Headgear α+,Free Elem/Ammo Up,1.0,Stun Resistance,1.0
847,848,Tzitzi Mail α+,9,chest,both,1,1,0,116,154,174,0,0,-3,-2,0,Tzitzi Mail α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Photomembrane,1.0,Shamos Shard,1.0,Tzitzi Mail α+,Constitution,2.0,Water Attack,2.0
848,849,Tzitzi Vambraces α+,9,arms,both,2,0,0,116,154,174,0,0,-3,-2,0,Tzitzi Vambraces α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Photomembrane,1.0,Bathycite Ore,2.0,Tzitzi Vambraces α+,Stun Resistance,2.0,Wide-Range,2.0
849,850,Tzitzi Coil α+,9,waist,both,2,0,0,116,154,174,0,0,-3,-2,0,Tzitzi Coil α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Hardclaw,1.0,Shamos Shard,1.0,Tzitzi Coil α+,Wide-Range,2.0,Water Attack,2.0
850,851,Tzitzi Greaves α+,9,legs,both,3,0,0,116,154,174,0,0,-3,-2,0,Tzitzi Greaves α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Hardclaw,1.0,Bathycite Ore,2.0,Tzitzi Greaves α+,Sleep Resistance,2.0,Wide-Range,1.0
851,852,Tzitzi Headgear β+,9,head,both,4,1,0,116,154,174,0,0,-3,-2,0,Tzitzi Headgear β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Hardclaw,1.0,Tzitzi-Ya-Ku Photomembrane,1.0,Shamos Shard,2.0,Tzitzi Headgear β+,Free Elem/Ammo Up,1.0,None,None
852,853,Tzitzi Mail β+,9,chest,both,4,1,0,116,154,174,0,0,-3,-2,0,Tzitzi Mail β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Photomembrane,1.0,Shamos Shard,1.0,Tzitzi Mail β+,Constitution,1.0,Water Attack,1.0
853,854,Tzitzi Vambraces β+,9,arms,both,4,0,0,116,154,174,0,0,-3,-2,0,Tzitzi Vambraces β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Photomembrane,1.0,Bathycite Ore,2.0,Tzitzi Vambraces β+,Stun Resistance,2.0,Wide-Range,1.0
854,855,Tzitzi Coil β+,9,waist,both,4,1,0,116,154,174,0,0,-3,-2,0,Tzitzi Coil β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Hardclaw,1.0,Shamos Shard,1.0,Tzitzi Coil β+,Wide-Range,2.0,None,None
855,856,Tzitzi Greaves β+,9,legs,both,4,0,0,116,154,174,0,0,-3,-2,0,Tzitzi Greaves β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1.0,Tzitzi-Ya-Ku Hardclaw,1.0,Bathycite Ore,2.0,Tzitzi Greaves β+,Sleep Resistance,1.0,Wide-Range,1.0
856,857,Girros Headgear α+,9,head,both,2,0,0,116,154,174,0,-3,2,0,1,Girros Headgear α+,Great Girros Thickhide,2,Great Girros Hardfang,1.0,Ultraplegia Sac,1.0,Warped Bone,2.0,Girros Headgear α+,Horn Maestro,2.0,Paralysis Resistance,1.0
857,858,Girros Mail α+,9,chest,both,2,0,0,116,154,174,0,-3,2,0,1,Girros Mail α+,Great Girros Thickhide,2,Great Girros Shard,2.0,Great Girros Hardhood,1.0,Girros Shard,2.0,Girros Mail α+,Paralysis Resistance,2.0,Free Elem/Ammo Up,1.0
858,859,Girros Vambraces α+,9,arms,both,1,0,0,116,154,174,0,-3,2,0,1,Girros Vambraces α+,Great Girros Thickhide,2,Great Girros Shard,2.0,Great Girros Hardhood,1.0,Warped Bone,2.0,Girros Vambraces α+,Free Elem/Ammo Up,1.0,Effluvia Resistance,2.0
859,860,Girros Coil α+,9,waist,both,3,0,0,116,154,174,0,-3,2,0,1,Girros Coil α+,Great Girros Thickhide,2,Great Girros Lash,1.0,Ultraplegia Sac,1.0,Girros Shard,1.0,Girros Coil α+,Effluvial Expert,1.0,Paralysis Attack,2.0
860,861,Girros Greaves α+,9,legs,both,1,0,0,116,154,174,0,-3,2,0,1,Girros Greaves α+,Great Girros Thickhide,2,Great Girros Hardfang,2.0,Great Girros Shard,2.0,Girros Shard,1.0,Girros Greaves α+,Paralysis Attack,2.0,Free Elem/Ammo Up,1.0
861,862,Girros Headgear β+,9,head,both,4,0,0,116,154,174,0,-3,2,0,1,Girros Headgear β+,Great Girros Thickhide,2,Great Girros Hardfang,1.0,Ultraplegia Sac,1.0,Warped Bone,2.0,Girros Headgear β+,Horn Maestro,2.0,None,None
862,863,Girros Mail β+,9,chest,both,4,2,0,116,154,174,0,-3,2,0,1,Girros Mail β+,Great Girros Thickhide,2,Great Girros Shard,2.0,Great Girros Hardhood,1.0,Girros Shard,2.0,Girros Mail β+,Paralysis Resistance,2.0,None,None
863,864,Girros Vambraces β+,9,arms,both,4,0,0,116,154,174,0,-3,2,0,1,Girros Vambraces β+,Great Girros Thickhide,2,Great Girros Shard,2.0,Great Girros Hardhood,1.0,Warped Bone,2.0,Girros Vambraces β+,Free Elem/Ammo Up,1.0,Effluvia Resistance,1.0
864,865,Girros Coil β+,9,waist,both,4,2,0,116,154,174,0,-3,2,0,1,Girros Coil β+,Great Girros Thickhide,2,Great Girros Lash,1.0,Ultraplegia Sac,1.0,Girros Shard,1.0,Girros Coil β+,Effluvial Expert,1.0,None,None
865,866,Girros Greaves β+,9,legs,both,4,0,0,116,154,174,0,-3,2,0,1,Girros Greaves β+,Great Girros Thickhide,2,Great Girros Hardfang,2.0,Great Girros Shard,2.0,Girros Shard,1.0,Girros Greaves β+,Paralysis Attack,2.0,None,None
866,867,Dodogama Helm α+,9,head,both,3,0,0,120,158,178,2,0,-3,0,2,Dodogama Helm α+,Dodogama Thickhide,2,Dodogama Shard,1.0,Dodogama Mandible,1.0,Meldspar Ore,1.0,Dodogama Helm α+,Blast Resistance,2.0,Bombardier,1.0
867,868,Dodogama Mail α+,9,chest,both,2,0,0,120,158,178,2,0,-3,0,2,Dodogama Mail α+,Dodogama Thickhide,2,Dodogama Lash,1.0,Dodogama Mandible,1.0,Gastodon Husk,2.0,Dodogama Mail α+,Blast Attack,2.0,Artillery,1.0
868,869,Dodogama Vambraces α+,9,arms,both,2,0,0,120,158,178,2,0,-3,0,2,Dodogama Vambraces α+,Dodogama Thickhide,2,Dodogama Shard,2.0,Dodogama Hardclaw,1.0,Gastodon Husk,1.0,Dodogama Vambraces α+,Bombardier,2.0,Blast Attack,1.0
869,870,Dodogama Coil α+,9,waist,both,2,1,0,120,158,178,2,0,-3,0,2,Dodogama Coil α+,Dodogama Thickhide,2,Dodogama Shard,2.0,Dodogama Mandible,1.0,Eltalite Ore,2.0,Dodogama Coil α+,Artillery,2.0,Blast Resistance,1.0
870,871,Dodogama Greaves α+,9,legs,both,2,1,0,120,158,178,2,0,-3,0,2,Dodogama Greaves α+,Dodogama Thickhide,2,Dodogama Lash,1.0,Dodogama Hardclaw,2.0,Meldspar Ore,1.0,Dodogama Greaves α+,Capacity Boost,1.0,Blast Attack,1.0
871,872,Dodogama Helm β+,9,head,both,4,0,0,120,158,178,2,0,-3,0,2,Dodogama Helm β+,Dodogama Thickhide,2,Dodogama Shard,1.0,Dodogama Mandible,1.0,Meldspar Ore,1.0,Dodogama Helm β+,Blast Resistance,2.0,None,None
872,873,Dodogama Mail β+,9,chest,both,4,0,0,120,158,178,2,0,-3,0,2,Dodogama Mail β+,Dodogama Thickhide,2,Dodogama Lash,1.0,Dodogama Mandible,1.0,Gastodon Husk,2.0,Dodogama Mail β+,Blast Attack,2.0,None,None
873,874,Dodogama Vambraces β+,9,arms,both,4,0,0,120,158,178,2,0,-3,0,2,Dodogama Vambraces β+,Dodogama Thickhide,2,Dodogama Shard,2.0,Dodogama Hardclaw,1.0,Gastodon Husk,1.0,Dodogama Vambraces β+,Bombardier,1.0,Blast Attack,1.0
874,875,Dodogama Coil β+,9,waist,both,4,1,0,120,158,178,2,0,-3,0,2,Dodogama Coil β+,Dodogama Thickhide,2,Dodogama Shard,2.0,Dodogama Mandible,1.0,Eltalite Ore,2.0,Dodogama Coil β+,Artillery,2.0,None,None
875,876,Dodogama Greaves β+,9,legs,both,4,1,0,120,158,178,2,0,-3,0,2,Dodogama Greaves β+,Dodogama Thickhide,2,Dodogama Lash,1.0,Dodogama Hardclaw,2.0,Meldspar Ore,1.0,Dodogama Greaves β+,Capacity Boost,1.0,None,None
876,877,Kulu Headpiece α+,9,head,both,1,0,0,116,154,174,0,-3,0,1,0,Kulu Headpiece α+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1.0,Large Kulu-Ya-Ku Plume,1.0,Jagras Shard,2.0,Kulu Headpiece α+,Slinger Capacity,2.0,Critical Boost,1.0
877,878,Kulu Mail α+,9,chest,both,2,0,0,116,154,174,0,-3,0,1,0,Kulu Mail α+,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Plume,1.0,Large Kulu-Ya-Ku Beak,1.0,Jagras Shard,1.0,Kulu Mail α+,Stamina Surge,1.0,Critical Eye,2.0
878,879,Kulu Vambraces α+,9,arms,both,1,1,0,116,154,174,0,-3,0,1,0,Kulu Vambraces α+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1.0,Eltalite Ore,3.0,None,None,Kulu Vambraces α+,Critical Boost,1.0,Pro Transporter,1.0
879,880,Kulu Coil α+,9,waist,both,3,0,0,116,154,174,0,-3,0,1,0,Kulu Coil α+,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Beak,1.0,Jagras Shard,1.0,None,None,Kulu Coil α+,Item Prolonger,2.0,Critical Eye,1.0
880,881,Kulu Greaves α+,9,legs,both,2,0,0,116,154,174,0,-3,0,1,0,Kulu Greaves α+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1.0,Jagras Shard,2.0,None,None,Kulu Greaves α+,Critical Eye,2.0,Item Prolonger,1.0
