,id,name_en,weapon_type_x,previous_en,category,rarity,attack,affinity,defense,element_hidden,element1,element1_attack,element2,element2_attack,elderseal,slot_1,slot_2,slot_3,kinsect_bonus,phial,phial_power,shelling,shelling_level,notes,ammo_config,skill,base_name_en,weapon_type_y,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,weapon_type,maxed,red,orange,yellow,green,blue,white,purple
958,422,Blacksteel Hammer I,hammer,N/A,N/A,5,520,0,N/A,False,Dragon,120.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blacksteel Hammer I,hammer,Create,Dragonvein Crystal,10,Earth Crystal,10.0,Coral Crystal,10.0,Lightcrystal,1.0,hammer,False,150,110,40,40,10,0,0
959,423,Blacksteel Hammer II,hammer,Blacksteel Hammer I,N/A,6,572,0,N/A,False,Dragon,150.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blacksteel Hammer II,hammer,Upgrade,Firecell Stone,1,Fucium Ore,5.0,Carbalite Ore,10.0,Wyvern Gem,1.0,hammer,False,140,110,40,40,20,0,0
960,424,Icesteel Hammer,hammer,Blacksteel Hammer II,N/A,7,988,10,N/A,False,Ice,120.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Icesteel Hammer,hammer,Upgrade,Daora Claw+,3,Daora Webbing,4.0,Nergigante Carapace,5.0,Daora Tail,2.0,hammer,False,110,60,80,80,50,20,0
961,425,Daora's Colossus,hammer,Icesteel Hammer,N/A,8,1040,10,N/A,False,Ice,150.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Daora's Colossus,hammer,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5.0,Daora Claw+,4.0,Daora Gem,1.0,hammer,False,90,60,80,80,70,20,0
962,2402,Daora's Hyperborea,hammer,Daora's Colossus,N/A,11,1352,15,N/A,False,Ice,210.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Daora's Hyperborea,hammer,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4.0,Daora Shard,5.0,Large Elder Dragon Gem,1.0,hammer,False,130,30,30,60,50,70,30
963,426,Xeno Maph'agarna,hammer,Blacksteel Hammer II,N/A,8,884,15,N/A,False,Dragon,180.0,N/A,N/A,low,3,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Xeno Maph'agarna,hammer,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6.0,Xeno'jiiva Tail,2.0,Xeno'jiiva Gem,1.0,hammer,False,130,30,60,80,40,60,0
964,427,Jail Hammer,hammer,N/A,N/A,6,832,0,20.0,False,Paralysis,180.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jail Hammer,hammer,Create,Hunter King Coin,5,Rathalos Coin,4.0,Tzitzi Coin,4.0,Novacrystal,1.0,hammer,False,120,120,40,50,70,0,0
965,428,Binder Mace,hammer,Jail Hammer,N/A,8,936,0,20.0,False,Paralysis,210.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Binder Mace,hammer,Upgrade,Ace Hunter Coin,5,Brute Coin,4.0,Flying Coin,4.0,Wyvern Gem,2.0,hammer,False,160,100,30,30,50,30,0
966,2403,Binding Coffin,hammer,Binder Mace,N/A,11,1352,0,40.0,False,Paralysis,240.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Binding Coffin,hammer,Upgrade,Hero King Coin,1,Glavenus Coin,2.0,Nargacuga Coin,2.0,Banbaro Coin,2.0,hammer,False,60,30,30,110,40,130,0
967,1158,Devil's Due,hammer,N/A,N/A,6,1092,-30,N/A,False,Dragon,150.0,N/A,N/A,high,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Devil's Due,hammer,Create,Deviljho Scale,6,Deviljho Talon,2.0,Deviljho Tallfang,3.0,Deviljho Saliva,2.0,hammer,False,60,120,80,60,30,50,0
968,1159,Devil's Crush,hammer,Devil's Due,N/A,7,1196,-30,N/A,False,Dragon,210.0,N/A,N/A,high,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Devil's Crush,hammer,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2.0,Deviljho Tallfang,5.0,Deviljho Gem,1.0,hammer,False,50,120,80,60,40,50,0
969,2404,Consummate Hammer,hammer,Devil's Crush,N/A,12,1456,-30,N/A,False,Dragon,360.0,N/A,N/A,high,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consummate Hammer,hammer,Upgrade,Vile Fang,3,Deviljho Ripper,2.0,Black Blood,3.0,Deviljho Crook,1.0,hammer,False,160,30,30,60,50,40,30
970,1208,Empress Mace,hammer,N/A,N/A,7,936,0,N/A,False,Blast,150.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Empress Mace,hammer,Create,Lunastra Scale+,4,Lunastra Horn,3.0,Lunastra Mane,3.0,Lunastra Gem,1.0,hammer,False,110,30,60,80,40,80,0
971,1209,"Empress Mace ""Blaze""",hammer,Empress Mace,N/A,8,936,20,N/A,False,Blast,180.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Guts,"Empress Mace ""Blaze""",hammer,Upgrade,Research Commission Ticket,1,Lunastra Horn,2.0,Teostra Horn+,3.0,Bazelgeuse Gem,1.0,hammer,False,110,30,60,80,40,80,0
972,2405,"Soulfire Heel ""Blaze""",hammer,"Empress Mace ""Blaze""",N/A,12,1300,20,N/A,False,Blast,270.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Guts,"Soulfire Heel ""Blaze""",hammer,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4.0,Lunastra Mane+,4.0,Large Elder Dragon Gem,1.0,hammer,False,120,30,90,30,30,80,20
973,1210,"Empress Mace ""Ruin""",hammer,Empress Mace,N/A,8,988,0,N/A,False,Blast,150.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hasten Recovery,"Empress Mace ""Ruin""",hammer,Upgrade,Research Commission Ticket,1,Lunastra Wing,3.0,Nergigante Horn+,3.0,Nergigante Gem,1.0,hammer,False,110,30,60,80,40,80,0
974,2406,"Soulfire Heel ""Ruin""",hammer,"Empress Mace ""Ruin""",N/A,12,1404,0,N/A,False,Blast,210.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hasten Recovery,"Soulfire Heel ""Ruin""",hammer,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3.0,Eternal Regrowth Plate,3.0,Large Elder Dragon Gem,1.0,hammer,False,120,30,90,30,30,80,20
975,1211,"Empress Mace ""Styx""",hammer,Empress Mace,N/A,8,936,10,N/A,False,Blast,240.0,N/A,N/A,N/A,3,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Razor Sharp/Spare Shot,"Empress Mace ""Styx""",hammer,Upgrade,Research Commission Ticket,1,Lunastra Tail,2.0,Xeno'jiiva Horn,3.0,Xeno'jiiva Gem,1.0,hammer,False,110,30,60,80,40,80,0
976,2407,"Soulfire Heel ""Styx""",hammer,"Empress Mace ""Styx""",N/A,12,1300,10,N/A,False,Blast,330.0,N/A,N/A,N/A,3,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Razor Sharp/Spare Shot,"Soulfire Heel ""Styx""",hammer,Upgrade,Lunastra Shard,5,Lunastra Lash,1.0,Elder Spiritvein Bone,6.0,Large Elder Dragon Gem,1.0,hammer,False,120,30,90,30,30,80,20
977,3136,Mane Malice,hammer,N/A,N/A,11,1508,-15,N/A,False,Thunder,90.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mane Malice,hammer,Create,Rajang Hardhorn,1,Rajang Hardclaw,1.0,Rajang Hardfang,2.0,Rajang Wildpelt,2.0,hammer,False,110,100,40,50,50,50,0
978,3137,Mane Malice Rajang,hammer,Mane Malice,N/A,12,1612,-15,N/A,False,Thunder,120.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mane Malice Rajang,hammer,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3.0,Rajang Hardfang,7.0,Gold Rajang Pelt+,3.0,hammer,False,100,100,40,50,60,50,0
979,3138,Demonlord Sledge,hammer,N/A,N/A,12,1508,15,N/A,False,Thunder,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Demonlord Sledge,hammer,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2.0,Gold Rajang Pelt+,5.0,Rajang Heart,1.0,hammer,False,120,20,20,70,40,30,100
980,3139,Brimstren Drakemaw,hammer,N/A,N/A,11,1300,0,N/A,False,Dragon,240.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brimstren Drakemaw,hammer,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1.0,Stygian Zinogre Dragonlocks,2.0,Stygian Zinogre Dragonhold,2.0,hammer,False,150,20,20,70,40,30,70
981,3140,Stygian Industria,hammer,Brimstren Drakemaw,N/A,12,1404,0,N/A,False,Dragon,270.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stygian Industria,hammer,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2.0,Stygian Zinogre Hardclaw,5.0,Stygian Zinogre Skymerald,1.0,hammer,False,130,20,20,70,40,30,90
982,3141,Lightbreak Hammer,hammer,N/A,N/A,12,1560,0,N/A,False,Blast,270.0,N/A,N/A,N/A,4,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lightbreak Hammer,hammer,Create,Brach Obliterator,3,Brach Warhead,1.0,Indestructible Ebonshell,4.0,Immortal Reactor,1.0,hammer,True,150,30,90,30,30,50,20
983,3202,Alatreon Hammer,hammer,N/A,N/A,11,1300,0,N/A,False,Dragon,630.0,N/A,N/A,low,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alatreon Hammer,hammer,Create,Alatreon Mantle,3,Skyswayer,1.0,Alatreon Riptalon,3.0,Large Elder Dragon Gem,1.0,hammer,False,120,20,20,70,40,30,100
984,3203,Alatreon Metamorph,hammer,Alatreon Hammer,N/A,12,1456,0,N/A,False,Dragon,720.0,N/A,N/A,low,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alatreon Metamorph,hammer,Upgrade,Alatreon Direwing,1,Skyswayer,2.0,Alatreon Riptalon,2.0,Azure Dragonsphire,1.0,hammer,False,80,20,20,70,40,30,140
985,3246,Fatalis Buster,hammer,N/A,N/A,11,1612,-40,N/A,False,Dragon,90.0,N/A,N/A,high,4,4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fatalis Buster,hammer,Create,Fatalis Shard,3,Fatalis Pectus,1.0,Fatalis Hardhorn,1.0,Fatalis Evil Eye,1.0,hammer,False,150,20,20,70,40,30,70
986,3247,Fatalis Demolisher,hammer,Fatalis Buster,N/A,12,1820,-30,N/A,False,Dragon,150.0,N/A,N/A,high,4,4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fatalis Demolisher,hammer,Upgrade,Large Elder Dragon Gem,1,Fatalis Pectus,2.0,Fatalis Hardhorn,2.0,Fatalis Evil Eye,1.0,hammer,False,150,20,20,70,40,30,70
987,1212,Bristly Pincushion,hammer,N/A,N/A,3,676,0,N/A,False,Poison,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bristly Pincushion,hammer,Create,Bristly Crake Ticket,1,Radobaan Scale,3.0,Sturdy Bone,5.0,Poison Sac,2.0,hammer,False,60,50,80,110,0,0,0
988,1213,Bristly Grudge,hammer,Bristly Pincushion,N/A,7,1040,0,N/A,False,Poison,270.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bristly Grudge,hammer,Upgrade,Bristly Crake Ticket,2,Radobaan Scale+,3.0,Toxin Sac,3.0,High Commendation,1.0,hammer,False,110,50,50,80,110,0,0
989,2408,Bristly Inferno,hammer,Bristly Grudge,N/A,11,1352,0,N/A,False,Poison,360.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bristly Inferno,hammer,Upgrade,Research Commission Ticket+,2,Deviljho Blackpiel,3.0,Deadly Poison Sac,4.0,Conqueror's Seal,1.0,hammer,False,60,30,30,110,40,130,0
990,2409,Well-done Hammer,hammer,N/A,N/A,10,1404,0,30.0,False,Fire,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Well-done Hammer,hammer,Create,Meaty Canteen Ticket,2,Ebony Odogaron Hardfang,2.0,Molten Bursa,3.0,Monster Solidbone,8.0,hammer,True,70,50,50,80,150,0,0
991,2410,Juicy Well-done Hammer,hammer,Well-done Hammer,N/A,11,1612,0,30.0,False,Fire,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Juicy Well-done Hammer,hammer,Upgrade,Meaty Canteen Ticket,1,Slumbering Greatbone,3.0,Afflicted Frenzybone,3.0,Forest Crystal,5.0,hammer,True,30,50,50,80,190,0,0
992,2411,Space Lord! Super-8,hammer,N/A,N/A,12,1248,0,40.0,False,Water,640.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Space Lord! Super-8,hammer,Create,Unity Symbol,3,Namielle Whisker,2.0,Zinogre Deathly Shocker,3.0,Large Wyvern Gem,1.0,hammer,False,50,80,30,30,80,130,0
993,2412,Guild Palace Mace,hammer,N/A,N/A,10,1300,10,30.0,True,Water,420.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Guild Palace Mace,hammer,Create,Fest Ticket,2,Amber Hardfang,2.0,Gracium,5.0,Purecrystal,1.0,hammer,False,150,30,30,60,50,50,30
994,2413,Royal Cross Mace,hammer,Guild Palace Mace,N/A,12,1404,15,30.0,True,Water,510.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Royal Cross Mace,hammer,Upgrade,Hero King Coin,1,Namielle Hardclaw,3.0,Large Elder Dragon Bone,5.0,Pure Dragon Blood,3.0,hammer,False,150,30,30,60,50,30,50
995,2414,Defender Rally Horn I,hunting-horn,N/A,N/A,1,546,0,N/A,False,Blast,180.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WGC,N/A,N/A,Defender Rally Horn I,hunting-horn,Create,Iron Ore,1,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,30,60,20,140,0,0,0
996,2415,Defender Rally Horn II,hunting-horn,Defender Rally Horn I,N/A,3,714,0,N/A,False,Blast,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WGC,N/A,N/A,Defender Rally Horn II,hunting-horn,Upgrade,Anjanath Scale,1,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,30,60,20,150,40,0,0
997,2416,Defender Rally Horn III,hunting-horn,Defender Rally Horn II,N/A,5,798,0,N/A,False,Blast,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Defender Rally Horn III,hunting-horn,Upgrade,Commendation,1,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,50,50,50,80,120,0,0
998,2417,Defender Rally Horn IV,hunting-horn,Defender Rally Horn III,N/A,6,882,0,N/A,False,Blast,270.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Defender Rally Horn IV,hunting-horn,Upgrade,Pink Rathian Scale+,1,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,30,50,50,80,140,0,0
999,2418,Defender Rally Horn V,hunting-horn,Defender Rally Horn IV,N/A,7,924,0,N/A,False,Blast,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Defender Rally Horn V,hunting-horn,Upgrade,Immortal Dragonscale,1,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,90,30,30,110,40,100,0
1000,429,Metal Bagpipe I,hunting-horn,N/A,N/A,1,336,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WRB,N/A,N/A,Metal Bagpipe I,hunting-horn,Create,Iron Ore,1,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,100,50,80,20,0,0,0
1001,430,Metal Bagpipe II,hunting-horn,Metal Bagpipe I,N/A,1,378,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WRB,N/A,N/A,Metal Bagpipe II,hunting-horn,Upgrade,Iron Ore,2,N/A,N/A,N/A,N/A,N/A,N/A,hunting-horn,False,80,70,30,70,0,0,0
1002,431,Metal Bagpipe III,hunting-horn,Metal Bagpipe II,N/A,2,420,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WRB,N/A,N/A,Metal Bagpipe III,hunting-horn,Upgrade,Earth Crystal,2,Machalite Ore,2.0,Iron Ore,5.0,N/A,N/A,hunting-horn,False,60,70,30,90,0,0,0
1003,432,Great Bagpipe I,hunting-horn,Metal Bagpipe III,N/A,3,462,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WRB,N/A,N/A,Great Bagpipe I,hunting-horn,Upgrade,Dragonite Ore,2,Machalite Ore,5.0,Monster Bone M,2.0,N/A,N/A,hunting-horn,False,70,50,80,100,0,0,0
1004,433,Great Bagpipe II,hunting-horn,Great Bagpipe I,N/A,4,546,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WRB,N/A,N/A,Great Bagpipe II,hunting-horn,Upgrade,Monster Bone+,2,Dragonite Ore,5.0,Coral Crystal,2.0,Machalite Ore,10.0,hunting-horn,False,60,50,80,110,0,0,0
1005,434,Great Bagpipe III,hunting-horn,Great Bagpipe II,N/A,5,588,0,N/A,True,Paralysis,210.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,WRB,N/A,N/A,Great Bagpipe III,hunting-horn,Upgrade,Carbalite Ore,8,Dragonite Ore,5.0,Dragonvein Crystal,2.0,N/A,N/A,hunting-horn,False,100,50,50,80,70,0,0
1006,435,Fortissimo I,hunting-horn,Great Bagpipe III,N/A,6,672,0,N/A,True,Paralysis,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,PRB,N/A,N/A,Fortissimo I,hunting-horn,Upgrade,Fucium Ore,8,Carbalite Ore,5.0,Dragonite Ore,10.0,Dragonvein Crystal,3.0,hunting-horn,False,90,50,50,80,80,0,0
1007,436,Fortissimo II,hunting-horn,Fortissimo I,N/A,6,756,0,N/A,True,Paralysis,270.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,PRB,N/A,N/A,Fortissimo II,hunting-horn,Upgrade,Elder Dragon Blood,2,Fucium Ore,13.0,Carbalite Ore,20.0,Firecell Stone,1.0,hunting-horn,False,60,60,20,150,90,20,0
1008,2419,Sforzando I,hunting-horn,Fortissimo II,N/A,9,924,0,N/A,True,Paralysis,300.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,PRB,N/A,N/A,Sforzando I,hunting-horn,Create,Eltalite Ore,6,Carbalite Ore,10.0,Firecell Stone,2.0,Purecrystal,1.0,hunting-horn,False,90,80,30,30,80,90,0
1009,2419,Sforzando I,hunting-horn,Fortissimo II,N/A,9,924,0,N/A,True,Paralysis,300.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,PRB,N/A,N/A,Sforzando I,hunting-horn,Upgrade,Eltalite Ore,2,Carbalite Ore,4.0,Spiritvein Crystal,2.0,Gracium,1.0,hunting-horn,False,90,80,30,30,80,90,0
1010,2420,Sforzando II,hunting-horn,Sforzando I,N/A,10,1008,0,N/A,True,Paralysis,330.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,PRB,N/A,N/A,Sforzando II,hunting-horn,Upgrade,Monster Slogbone,3,Eltalite Ore,4.0,Meldspar Ore,2.0,Bathycite Ore,2.0,hunting-horn,False,80,80,30,30,80,100,0
1011,2421,Sforzando III,hunting-horn,Sforzando II,N/A,11,1092,0,N/A,True,Paralysis,360.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,PRB,N/A,N/A,Sforzando III,hunting-horn,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6.0,Meldspar Ore,3.0,Purecrystal,1.0,hunting-horn,False,120,30,30,60,50,80,30
1012,2422,Raven Shamisen,hunting-horn,Sforzando II,N/A,10,1092,20,N/A,False,Poison,210.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,PGO,N/A,N/A,Raven Shamisen,hunting-horn,Upgrade,Garuga Shard,3,Garuga Silverpelt,4.0,Garuga Auricle,2.0,Fey Wyvern Gem,1.0,hunting-horn,False,150,30,90,30,30,50,20
1013,2423,Wolf Shamisen,hunting-horn,Raven Shamisen,N/A,11,1134,25,N/A,False,Poison,240.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,PGO,N/A,N/A,Wolf Shamisen,hunting-horn,Upgrade,Scratched Shell,3,Garuga Fellwing,2.0,Fancy Beak,3.0,Large Wyvern Gem,1.0,hunting-horn,False,150,30,90,30,30,50,20
1014,437,Nergal Groove,hunting-horn,Fortissimo I,N/A,7,840,0,N/A,False,Dragon,120.0,N/A,N/A,high,1,0,0,N/A,N/A,N/A,N/A,N/A,PGO,N/A,N/A,Nergal Groove,hunting-horn,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4.0,Nergigante Tail,2.0,Nergigante Carapace,2.0,hunting-horn,True,120,120,40,50,70,0,0
1015,438,Desolation's Overture,hunting-horn,Nergal Groove,N/A,8,882,0,N/A,False,Dragon,150.0,N/A,N/A,high,1,0,0,N/A,N/A,N/A,N/A,N/A,PGO,N/A,N/A,Desolation's Overture,hunting-horn,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5.0,Nergigante Talon,5.0,Nergigante Gem,1.0,hunting-horn,True,110,120,40,50,80,0,0
1016,2424,Ruinous Desolation,hunting-horn,Desolation's Overture,N/A,12,1218,0,N/A,False,Dragon,210.0,N/A,N/A,high,1,0,0,N/A,N/A,N/A,N/A,N/A,PGO,N/A,N/A,Ruinous Desolation,hunting-horn,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4.0,Eternal Regrowth Plate,5.0,Large Elder Dragon Gem,1.0,hunting-horn,True,80,30,30,110,40,110,0
1017,439,Thunder Gaida I,hunting-horn,Metal Bagpipe III,N/A,3,504,0,N/A,False,Thunder,120.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WGC,N/A,N/A,Thunder Gaida I,hunting-horn,Upgrade,Dragonite Ore,5,Tobi-Kadachi Electrode,1.0,Tobi-Kadachi Claw,2.0,Electro Sac,1.0,hunting-horn,False,80,50,80,90,0,0,0
1018,440,Thunder Gaida II,hunting-horn,Thunder Gaida I,N/A,4,546,0,N/A,False,Thunder,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WGC,N/A,N/A,Thunder Gaida II,hunting-horn,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2.0,Tobi-Kadachi Membrane,2.0,Coral Crystal,3.0,hunting-horn,False,70,50,80,100,0,0,0
1019,441,Lightning Drum I,hunting-horn,Thunder Gaida II,N/A,5,630,0,N/A,False,Thunder,180.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Lightning Drum I,hunting-horn,Upgrade,Carbalite Ore,5,Tobi-Kadachi Scale+,4.0,Tobi-Kadachi Pelt+,3.0,Vespoid Innerwing,3.0,hunting-horn,False,110,50,80,100,10,0,0
1020,442,Lightning Drum II,hunting-horn,Lightning Drum I,N/A,6,714,0,N/A,False,Thunder,210.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Lightning Drum II,hunting-horn,Upgrade,Fucium Ore,5,Tobi-Kadachi Electrode+,2.0,Tobi-Kadachi Membrane,4.0,Thunder Sac,3.0,hunting-horn,False,100,50,50,80,70,0,0
1021,443,Lightning Drum III,hunting-horn,Lightning Drum II,N/A,6,756,0,N/A,False,Thunder,240.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Lightning Drum III,hunting-horn,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Electrode+,4.0,Tobi-Kadachi Claw+,6.0,Wyvern Gem,1.0,hunting-horn,False,90,60,80,80,70,20,0
1022,2425,Lightning Drum IV,hunting-horn,Lightning Drum III,N/A,9,882,0,N/A,False,Thunder,270.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,PGC,N/A,N/A,Lightning Drum IV,hunting-horn,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2.0,Tobi-Kadachi Thickfur,2.0,Lightning Sac,1.0,hunting-horn,False,100,100,40,50,60,50,0
1023,2426,Usurper's Growl,hunting-horn,Lightning Drum IV,N/A,10,1008,0,N/A,False,Thunder,300.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,PYO,N/A,N/A,Usurper's Growl,hunting-horn,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2.0,Zinogre Cortex,5.0,Lightning Sac,3.0,hunting-horn,False,100,80,30,30,80,80,0
1024,2427,Usurper's Growl+,hunting-horn,Usurper's Growl,N/A,11,1050,0,N/A,False,Thunder,330.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,PYO,N/A,N/A,Usurper's Growl+,hunting-horn,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4.0,Fulgurbug,5.0,Zinogre Skymerald,1.0,hunting-horn,False,130,30,90,30,30,70,20
1025,2428,Despot's Thunderclap,hunting-horn,Usurper's Growl+,N/A,12,1092,0,N/A,False,Thunder,450.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,PYO,N/A,N/A,Despot's Thunderclap,hunting-horn,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2.0,Zinogre Deathly Shocker,5.0,Large Elder Dragon Gem,1.0,hunting-horn,False,120,30,90,30,30,80,20
1026,444,Kulu Duda I,hunting-horn,Metal Bagpipe II,N/A,2,420,15,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,WBC,N/A,N/A,Kulu Duda I,hunting-horn,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2.0,Kulu-Ya-Ku Scale,3.0,N/A,N/A,hunting-horn,False,70,70,30,80,0,0,0
