,id,name_en,previous_en,rarity,skill1_name,skill1_level,skill2_name,skill2_level,base_name_en,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
282,225,Dispersal Charm,None,8,Spread/Power Shots,1,None,None,Dispersal Charm,Create,Research Commission Ticket,1,Nergigante Gem,1,Nergigante Tail,3,Dragoncore Ore,1.0
283,287,Dispersal Charm II,Dispersal Charm,11,Spread/Power Shots,2,None,None,Dispersal Charm II,Upgrade,Muddy Crown,3,Wasteland Cragbone,2,Fierce Dragonvein Bone,4,Phantomcore Ore,1.0
284,226,Poison Coating Charm,None,8,Poison Functionality,1,None,None,Poison Coating Charm,Create,Rathian Ruby,1,Rathian Spike+,3,Toxin Sac,3,Dragoncore Ore,1.0
285,227,Para Coating Charm,None,8,Para Functionality,1,None,None,Para Coating Charm,Create,Great Girros Hood+,5,Great Girros Tail,5,Omniplegia Sac,3,Dragoncore Ore,1.0
286,228,Sleep Coating Charm,None,8,Sleep Functionality,1,None,None,Sleep Coating Charm,Create,Radobaan Medulla,1,Wyvern Gem,2,Coma Sac,3,Dragoncore Ore,1.0
287,229,Blast Coating Charm,None,8,Blast Functionality,1,None,None,Blast Coating Charm,Create,Bazelgeuse Gem,1,Bazelgeuse Tail,3,Bazelgeuse Fuse,3,Dragoncore Ore,1.0
288,230,Geomancy Charm,None,8,Forager's Luck,1,Detector,1.0,Geomancy Charm,Create,Xeno'jiiva Gem,1,Xeno'jiiva Veil,3,Teostra Mane,2,Dreamcore Ore,2.0
289,231,Gale Charm,None,8,Affinity Sliding,1,Airborne,1.0,Gale Charm,Create,Research Commission Ticket,1,Odogaron Gem,1,Legiana Gem,1,Dragoncore Ore,2.0
290,232,Wyrmslayer Charm,None,8,Elderseal Boost,1,Dragon Attack,1.0,Wyrmslayer Charm,Create,Research Commission Ticket,1,Xeno'jiiva Gem,1,Vaal Hazak Talon,1,Dragoncore Ore,2.0
291,233,Bulwark Charm,None,8,Guard Up,1,Resuscitate,1.0,Bulwark Charm,Create,Research Commission Ticket,1,Majestic Horn,2,Black Spiral Horn+,2,Dragoncore Ore,2.0
292,288,Guardian Charm I,None,9,Offensive Guard,1,None,None,Guardian Charm I,Create,Banbaro Great Horn,1,Banbaro Chine,1,Frozen Bone,1,Dragoncore Ore,1.0
293,289,Guardian Charm II,Guardian Charm I,10,Offensive Guard,2,None,None,Guardian Charm II,Upgrade,Uragaan Pallium,1,Lavasioth Grandfin,2,Dodogama Mandible,2,Phantomcore Ore,1.0
294,290,Guardian Charm III,Guardian Charm II,12,Offensive Guard,3,None,None,Guardian Charm III,Upgrade,Tempered Trancehide,3,Tempered Rubbery Shell,3,Elder Spiritvein Bone,4,Shadowcore Ore,1.0
295,291,Phoenix Charm I,None,11,Coalescence,1,None,None,Phoenix Charm I,Create,Conqueror's Seal,1,Velkhana Crystal,1,Fey Wyvern Gem,1,Dragoncore Ore,1.0
296,292,Phoenix Charm II,Phoenix Charm I,12,Coalescence,2,None,None,Phoenix Charm II,Upgrade,Research Commission Ticket+,1,Tempered Crownhorn,3,Great Spiritvein Gem,1,Shadowcore Ore,1.0
297,302,Phoenix Charm III,Phoenix Charm II,12,Coalescence,3,None,None,Phoenix Charm III,Upgrade,Azure Dragonsphire,1,Shara Ishvalda Gem,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
298,304,Attack Charm V,Attack Charm IV,12,Attack Boost,5,None,None,Attack Charm V,Upgrade,Golden Dragonsphire,1,Rath Gleam,1,Great Spiritvein Gem,1,Shadowcore Ore,1.0
299,305,Windproof Charm V,Windproof Charm IV,12,Windproof,5,None,None,Windproof Charm V,Upgrade,Zionium Crystal,1,Research Commission Ticket+,1,Guiding Rime Crystal,1,Shadowcore Ore,1.0
300,306,Survival Charm I,None,3,Survival Expert,1,None,None,Survival Charm I,Create,Pukei-Pukei Sac,1,Pukei-Pukei Tail,2,Earth Crystal,2,Aquacore Ore,1.0
301,307,Survival Charm II,Survival Charm I,3,Survival Expert,2,None,None,Survival Charm II,Upgrade,Wyvern Gem,1,Commendation,5,Earth Crystal,4,Aquacore Ore,1.0
302,308,Survival Charm III,Survival Charm II,3,Survival Expert,3,None,None,Survival Charm III,Upgrade,High Commendation,1,Bird Wyvern Gem,1,Firecell Stone,1,Dreamcore Ore,1.0
303,309,Master's Charm V,Master's Charm IV,12,Critical Eye,5,None,None,Master's Charm V,Upgrade,Shadowcore Ore,1,Azure Dragonsphire,1,Great Spiritvein Gem,1,Velkhana Ticket,1.0
304,310,Evasion Charm V,Evasion Charm IV,12,Evade Window,5,None,None,Evasion Charm V,Upgrade,Shadowcore Ore,1,Nargacuga Mantle,1,Great Spiritvein Gem,1,Namielle Ticket,1.0
305,311,Handicraft Charm V,Handicraft Charm IV,12,Handicraft,5,None,None,Handicraft Charm V,Upgrade,Shadowcore Ore,1,Golden Dragonsphire,1,Fatalis Evil Eye,1,Great Spiritvein Gem,1.0
306,312,Earplugs Charm V,Earplugs Charm IV,12,Earplugs,5,None,None,Earplugs Charm V,Upgrade,Shadowcore Ore,1,Velkhana Crystal,1,Great Spiritvein Gem,1,Velkhana Ticket,1.0
307,313,Exploiter Charm III,Exploiter Charm II,12,Weakness Exploit,3,None,None,Exploiter Charm III,Upgrade,Shadowcore Ore,1,Azure Dragonsphire,1,Fatalis Evil Eye,1,Great Spiritvein Gem,1.0
308,314,Grit Charm V,Grit Charm IV,12,Heroics,5,None,None,Grit Charm V,Upgrade,Shadowcore Ore,1,Stygian Zinogre Skymerald,1,Great Spiritvein Gem,1,Tempered Dragonhold,5.0
309,315,Unscathed Charm III,Unscathed Charm II,12,Peak Performance,3,None,None,Unscathed Charm III,Upgrade,Shadowcore Ore,1,Guiding Tundra Dragonbone,3,Great Spiritvein Gem,1,Annihilating Temperhorn,5.0
310,316,Critical Charm III,Critical Charm II,12,Critical Boost,3,None,None,Critical Charm III,Upgrade,Shadowcore Ore,1,Zionium Crystal,1,Fatalis Evil Eye,1,Great Spiritvein Gem,1.0
311,317,Shaver Charm,None,9,Clutch Claw Boost,1,Cliffhanger,1.0,Shaver Charm,Create,Eltalite Ore,5,Novacrystal,1,Dreamcore Ore,1,Monster Toughbone,3.0
